name,brand,category,price,calories_per_100g,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg,ingredients,allergens,organic,gluten_free,description
"Premium Salmon Salads","DairyFresh","Salads",28.29,67,16.1,19.0,42.9,2.3,2.3,540,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",29.70,126,26.4,6.2,7.6,15.1,8.3,974,"natural ingredients","none",true,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",21.56,198,5.7,8.9,24.0,8.3,18.4,190,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",29.62,181,9.8,20.8,39.9,15.5,20.0,427,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",18.10,433,13.0,13.1,24.6,4.7,12.2,936,"natural ingredients","none",true,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",8.22,349,16.9,13.7,19.3,13.7,1.8,71,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",29.81,185,7.5,19.8,22.7,5.1,15.0,631,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",30.47,166,5.5,1.8,10.9,9.8,9.2,881,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",26.15,374,3.4,3.3,47.5,3.8,19.6,844,"natural ingredients","none",true,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",22.14,321,11.7,10.0,29.0,12.1,24.8,643,"natural ingredients","none",true,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",32.40,79,14.2,5.9,35.9,10.2,11.0,911,"natural ingredients","none",false,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",35.00,156,12.9,3.8,43.6,8.8,11.0,682,"natural ingredients","none",false,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",29.04,242,23.0,2.0,6.3,4.8,20.3,229,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",6.89,238,14.8,1.5,51.8,10.4,25.9,515,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",16.64,207,18.1,20.1,27.3,5.2,15.1,570,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",6.25,447,17.4,10.6,16.8,2.0,24.0,543,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",29.40,270,2.2,7.3,52.2,4.0,19.0,899,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",30.54,68,3.7,4.0,10.3,15.0,25.3,743,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",25.51,83,13.6,11.6,41.6,12.5,18.8,796,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",32.69,233,5.1,8.7,12.6,10.3,2.8,594,"natural ingredients","none",false,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",26.03,112,21.0,9.8,5.0,7.5,8.1,390,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",28.91,213,9.4,11.2,28.8,4.3,22.6,782,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",30.21,420,24.6,16.3,7.5,4.1,13.6,313,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",27.19,401,24.5,17.8,17.8,8.2,3.2,701,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",17.37,220,4.5,5.9,31.2,5.0,1.4,538,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",20.75,303,26.6,10.7,6.0,7.8,21.1,407,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",24.45,420,16.5,9.5,9.4,8.1,12.1,508,"natural ingredients","none",true,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",30.20,426,13.5,16.3,52.8,6.6,19.1,385,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",8.87,381,3.0,7.1,10.3,1.6,1.2,316,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",30.07,196,15.0,17.4,27.5,10.8,7.4,737,"natural ingredients","none",true,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",5.25,400,18.0,8.3,16.8,6.9,8.3,89,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",19.21,371,17.9,2.6,49.2,2.6,11.6,462,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",13.66,360,3.3,14.7,13.5,8.8,1.4,839,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",33.47,273,23.0,17.6,43.3,9.6,23.5,753,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",16.45,201,19.1,9.0,33.8,14.6,1.6,60,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",26.05,249,13.2,1.9,11.4,1.1,16.8,944,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",30.48,147,18.9,15.7,41.0,1.7,15.1,650,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",34.50,318,11.1,16.3,26.8,5.3,13.1,1023,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",19.41,365,11.8,7.4,10.4,12.9,25.7,720,"natural ingredients","none",true,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",32.29,182,15.0,18.5,32.9,4.5,2.0,623,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",28.08,440,26.1,3.4,32.9,2.7,20.5,483,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",25.00,204,20.9,14.4,49.5,12.4,8.9,55,"natural ingredients","none",true,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",14.68,128,4.3,2.2,32.0,15.7,9.9,359,"natural ingredients","none",false,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",23.97,263,3.0,8.5,8.1,15.2,1.9,390,"natural ingredients","none",true,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",14.01,200,24.3,2.1,40.9,9.0,18.4,714,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",5.42,165,4.4,18.4,34.5,14.4,3.0,389,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",15.90,433,24.7,7.7,44.7,12.3,1.4,610,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",23.55,373,11.2,14.6,42.3,8.2,3.6,853,"natural ingredients","none",false,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",27.07,56,6.6,11.6,12.8,5.2,21.2,259,"natural ingredients","none",true,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",13.32,154,21.6,8.0,52.8,12.9,14.5,488,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",31.84,363,17.6,9.8,54.0,11.5,2.5,75,"natural ingredients","none",false,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",14.33,307,6.5,10.4,14.2,9.0,15.9,411,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",20.50,141,4.3,20.6,54.2,11.0,13.5,780,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",14.94,348,13.5,16.3,33.4,10.2,2.6,359,"natural ingredients","none",false,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",33.79,407,8.7,7.1,40.0,14.7,13.1,1036,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",9.41,123,24.8,21.0,46.6,5.6,11.5,74,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",10.91,151,6.3,2.9,16.4,2.3,12.0,545,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",33.70,217,4.2,10.6,13.8,5.1,17.8,134,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",11.50,354,3.6,14.3,36.3,5.8,15.7,757,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",13.98,318,10.5,3.2,31.5,5.1,24.4,546,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",12.33,180,10.3,6.5,30.8,15.0,4.0,445,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",17.97,373,8.5,9.5,7.4,13.4,1.3,537,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",33.44,446,19.8,19.6,5.6,2.7,16.3,622,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",30.21,59,21.9,13.4,16.8,3.8,5.0,629,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",23.97,419,2.6,1.9,48.2,1.2,11.8,225,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",27.15,218,6.0,8.3,14.8,8.5,14.6,312,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",31.90,288,12.1,21.0,30.3,2.7,9.3,572,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",24.60,112,5.3,16.7,52.2,12.1,5.9,221,"natural ingredients","none",false,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",29.61,102,15.4,18.5,9.3,4.4,25.0,758,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",19.85,300,16.3,10.8,9.7,6.2,2.4,717,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",16.05,124,21.7,4.0,47.3,1.1,3.0,889,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",13.94,235,9.4,2.2,52.8,12.5,5.7,288,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",20.82,371,17.7,3.5,51.5,9.2,4.9,589,"natural ingredients","none",false,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",13.68,344,3.1,7.9,52.9,15.0,19.2,504,"natural ingredients","none",true,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",9.73,161,5.7,17.4,35.3,11.1,15.1,1021,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",28.35,340,2.3,2.4,45.4,4.9,6.1,637,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",24.43,166,16.4,3.0,13.5,15.8,24.1,447,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",6.98,285,13.0,10.1,45.6,10.2,21.6,693,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",17.48,225,26.0,2.1,15.7,1.0,18.4,728,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",5.25,204,4.6,9.0,45.0,14.0,3.6,814,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",11.97,214,22.3,9.5,37.1,5.4,7.3,614,"natural ingredients","none",true,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",21.32,151,4.7,4.1,45.0,10.7,25.5,50,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",7.29,392,16.0,1.4,31.2,4.8,24.3,914,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",23.75,77,7.0,14.9,38.0,15.5,16.5,745,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",7.76,333,15.1,19.1,6.5,6.9,3.2,1008,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",10.77,258,13.4,15.7,26.3,10.9,3.5,768,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",20.24,138,4.4,10.6,37.1,12.1,19.3,375,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",15.13,374,17.5,7.5,35.7,11.8,13.2,700,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",27.14,334,3.9,9.8,11.4,12.4,25.0,719,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",9.89,178,15.5,14.2,8.7,6.4,13.5,659,"natural ingredients","none",true,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",17.78,307,20.2,4.4,40.4,14.4,19.4,809,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",21.51,344,20.6,13.5,16.9,11.9,1.8,77,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",11.06,205,24.9,11.9,47.2,3.1,18.2,1021,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",14.39,324,21.0,13.3,17.5,1.8,7.0,865,"natural ingredients","none",false,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",17.86,93,24.3,5.2,38.0,12.8,20.4,89,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",22.47,392,2.7,4.3,19.6,3.6,2.1,689,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",22.09,414,6.0,2.7,39.3,12.5,6.8,750,"natural ingredients","none",true,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",28.72,225,21.1,15.6,54.5,7.9,23.0,786,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",16.93,280,8.9,4.6,39.0,12.4,11.7,321,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",28.41,402,2.6,7.4,21.6,4.1,3.1,445,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",23.61,411,3.4,15.6,17.4,3.6,9.7,983,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",19.98,50,10.6,4.6,12.9,5.0,20.1,258,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",22.47,72,17.2,19.5,32.2,2.0,24.6,470,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",25.10,382,13.3,10.0,37.4,8.5,6.5,280,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",29.38,69,22.1,8.7,21.1,12.1,14.0,432,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",15.87,416,13.0,15.2,39.6,9.5,15.6,795,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",23.41,214,13.0,13.8,16.0,1.9,21.1,476,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",16.46,177,14.4,5.3,40.3,4.9,23.9,75,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",21.16,138,5.8,14.5,19.6,10.8,19.2,905,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",7.11,327,17.4,2.7,53.5,8.2,4.0,393,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",20.44,372,13.8,7.7,54.3,15.8,25.0,372,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",27.10,299,7.3,6.2,7.5,12.4,22.0,809,"natural ingredients","none",false,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",9.33,86,18.3,20.0,36.7,13.2,10.5,579,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",31.20,266,21.1,6.1,51.6,7.4,1.9,715,"natural ingredients","none",false,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",26.98,255,25.6,1.2,13.3,6.9,24.4,296,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",33.18,432,4.8,9.0,24.5,11.1,11.6,888,"natural ingredients","none",true,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",8.69,363,10.4,5.2,43.7,2.7,1.8,492,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",23.29,195,26.6,10.4,8.0,6.1,6.1,1006,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",31.11,308,8.4,1.5,29.0,4.8,4.5,386,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",10.76,227,25.3,6.0,52.2,6.5,7.5,484,"natural ingredients","none",true,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",5.30,257,20.7,2.1,5.6,2.4,22.8,614,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",33.04,264,13.1,5.1,54.7,10.6,20.0,159,"natural ingredients","none",true,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",28.62,352,14.2,18.2,28.8,4.2,23.7,284,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",5.67,220,6.6,4.7,26.8,3.8,1.5,584,"natural ingredients","none",true,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",10.97,260,11.9,8.7,37.0,1.2,15.2,1010,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",12.25,400,2.9,15.9,36.1,6.4,3.2,492,"natural ingredients","none",true,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",34.34,317,12.9,5.7,44.8,5.3,25.6,146,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",14.10,377,3.4,8.9,17.0,11.7,14.1,663,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",22.38,53,4.4,18.7,37.7,12.7,6.5,445,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",18.45,143,16.0,15.3,18.7,2.2,16.2,1011,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",15.12,347,12.9,4.6,16.2,8.6,20.2,272,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",26.87,141,21.7,1.8,19.4,9.2,8.4,548,"natural ingredients","none",false,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",33.33,392,16.0,3.3,22.8,8.9,15.5,677,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",32.59,395,19.6,3.1,27.3,14.3,10.6,980,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",17.75,401,21.2,10.0,52.0,11.7,7.3,542,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",26.74,319,14.2,18.6,8.5,2.4,11.4,900,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",17.18,197,23.3,13.0,28.4,14.7,14.1,245,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",7.04,133,21.9,4.1,5.1,8.3,15.7,438,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",30.08,172,2.8,4.6,36.7,6.5,16.3,293,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",24.64,225,14.4,16.6,29.3,1.3,20.7,1025,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",6.94,171,19.3,11.3,5.1,14.3,13.5,727,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",34.13,358,4.2,9.6,17.4,3.8,17.7,801,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",34.00,66,21.3,13.6,15.8,1.7,25.1,236,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",29.40,133,5.3,3.9,16.3,15.4,15.2,1008,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",13.00,232,22.1,11.5,27.2,6.2,16.7,204,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",6.45,167,19.6,3.7,45.2,3.8,21.7,727,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",23.52,308,6.0,3.4,51.5,14.7,8.8,739,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",6.56,125,8.7,6.5,20.4,3.7,24.6,907,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",16.37,328,9.2,5.1,38.6,11.3,5.7,444,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",24.82,243,7.2,2.7,5.4,15.5,2.4,433,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",8.20,317,2.8,8.0,36.1,7.8,22.9,367,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",9.91,92,9.3,19.5,46.7,3.9,5.7,163,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",27.23,357,18.6,6.6,15.8,1.3,12.1,387,"natural ingredients","none",false,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",22.68,351,23.0,8.8,44.8,1.6,4.1,823,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",30.89,313,21.5,20.7,14.9,12.9,15.9,85,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",31.10,221,24.4,2.7,5.1,9.8,14.5,474,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",13.69,73,20.3,18.5,29.1,1.9,1.4,609,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",16.34,134,12.7,21.0,8.7,10.6,2.4,666,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",20.25,149,15.9,14.9,29.2,7.3,18.7,554,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",30.97,349,5.6,18.6,10.9,12.2,22.9,215,"natural ingredients","none",true,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",16.16,264,26.2,20.0,38.1,13.2,10.6,450,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",33.37,197,22.8,14.0,18.0,2.4,3.8,749,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",34.05,255,19.2,17.4,48.6,3.7,22.9,761,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",25.16,82,10.5,5.6,16.3,14.0,14.1,976,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",10.19,136,16.5,10.8,12.1,12.5,13.5,961,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",9.12,209,25.1,10.9,26.3,13.4,22.6,247,"natural ingredients","none",true,false,"Healthy spicy lentil entrees"
